Id,target
0,115.66617158348419
1,115.79048650832945
2,-22.22088866542221
3,-46.85003058900788
4,-97.42644507753617
5,-45.55260392647319
6,-78.7561314878114
7,22.291327172444973
8,171.5261888675305
9,171.88286124880892
10,-106.94088042856632
11,-21.59417739150564
12,-5.786695205796251
13,121.60802737577332
14,40.42094026309201
15,43.93369725434507
16,-189.60379511348864
17,22.298870569072072
18,9.264359115092796
19,136.08319588062616
20,63.92909712423298
21,-63.4927366087134
22,-110.1024295110448
23,-9.007322176929273
24,-59.55054666705117
25,11.319970994615463
26,29.22178202175164
27,107.19393444884074
28,22.804285219292243
29,-28.43064647617719
30,110.91795965359654
31,-46.59814350367211
32,215.5859756522739
33,-15.332416391014407
34,-230.52712996916884
35,152.60240578665486
36,-1.7782338198902212
37,11.455931113824729
38,-310.5920272538864
39,77.32780990108715
40,-82.46530514587029
41,-208.67065515319362
42,-239.20120032268156
43,132.25490753298848
44,-76.63428921930516
45,104.40410965786515
46,-4.808522056511746
47,19.75383307766248
48,-98.59219465783393
49,-28.603613268683837
50,9.638420041689585
51,-176.14044173689507
52,64.91600729517823
53,-97.30632860413807
54,-108.72322758348052
55,-155.59035306225604
56,59.4897204242638
57,109.26657627619475
58,-75.70469988441376
59,39.37913593308661
60,40.17902388636965
61,-51.777298828677445
62,163.7617275361422
63,43.818106150141496
64,56.11728701412076
65,21.261695147700785
66,80.26511474354119
67,-4.046098658619219
68,-3.5412109500317532
69,0.2795645396261781
70,-27.211385930346417
71,159.45584668141763
72,-41.378318046808914
73,20.634242240325634
74,-67.29341074688607
75,-70.50321259846766
76,36.683514572222755
77,-160.72169767386026
78,-2.1555404878875235
79,149.31209382400922
80,-39.43586602497263
81,-121.28296552442323
82,-195.59479890125584
83,34.0071066166397
84,145.6168443492972
85,270.4478933793018
86,-257.396822052197
87,-88.05094754149795
88,73.7570817482277
89,-91.14881253181125
90,-51.699682562604075
91,124.01050971577813
92,-165.4832602368099
93,-118.3084401690261
94,47.15200285154359
95,95.01398213281253
96,-216.62690380561241
97,-122.19461875906386
98,-173.13456424755933
99,-51.39921485077577
100,125.68750763413036
101,-84.39168985721503
102,-3.914624462129599
103,-2.821046849952516
104,-1.3061114312152264
105,80.43836330376398
106,43.576709380105065
107,91.81949122357769
108,-33.50395470100764
109,-86.28215736389201
110,34.91631725048558
111,15.849658295062904
112,116.3592017454743
113,6.221901052607479
114,72.64795902327053
115,31.423488326575693
116,-143.599414232438
117,5.830860148926426
118,18.962884526122192
119,-24.41838832440409
120,-23.98650447770114
121,-256.7155633693756
122,266.0703284388539
123,151.89687568772874
124,11.468387639468137
125,82.64944864100663
126,-14.811500807474669
127,-155.64302133528534
128,112.23225138160863
129,-33.51861468406661
130,-217.06734273302806
131,120.1384696593206
132,-31.611542306894854
133,-87.18164596455884
134,169.10911412820008
135,39.96025651956989
136,-20.222902337402747
137,61.80619453662298
138,44.387306444395
139,-177.15376483886334
140,128.31070999429045
141,-75.36688671858342
142,211.35014796472183
143,134.20862469144694
144,-3.1437455553865843
145,-155.45894429854425
146,-18.539806096992088
147,133.71299831253617
148,35.7520093145121
149,55.65590753621579
150,-5.260842510297776
151,-44.338695110423494
152,17.841869228799197
153,-71.40001238464868
154,25.916745199297157
155,140.08329450662052
156,345.8638091120685
157,215.0097531769547
158,27.327511782605878
159,-38.47258297526654
160,-172.3780817772482
161,11.787458173380436
162,296.91877005874966
163,75.24162271681091
164,-23.731356397700974
165,153.63960006327466
166,-157.1467706368403
167,137.4973445887244
168,169.9949655630579
169,-47.35193434861965
170,65.04936921827016
171,96.08448381659753
172,93.34248014164967
173,30.788161801130222
174,173.03579637911776
175,-152.52957813364304
176,-96.87131162813975
177,-173.14479489084
178,-19.084185550572563
179,-109.03055577350521
180,-16.377730581886237
181,-60.659078586810296
182,-76.62668319338793
183,66.66786584020065
184,-69.94628314446615
185,87.2391232882051
186,-58.782432585093154
187,-111.52082885354665
188,-79.2891520855259
189,184.09786150981355
190,-42.775422029456365
191,218.0341202415817
192,-57.44413922223658
193,-86.27331596740889
194,45.83728723710226
195,0.7969122940933288
196,70.68846923571078
197,-63.93480471398199
198,207.7585644285156
199,-139.08570080968732
200,-97.09786384507518
201,-115.0890179994768
202,22.510016942113623
203,53.11697021802786
204,149.19249531179304
205,47.93463083479469
206,89.85569831996534
207,171.84495333249038
208,-270.767762383777
209,-175.3154113904742
210,-107.33288424080452
211,-82.91696072943415
212,27.28263035292175
213,-51.565948852091964
214,77.25329246811167
215,-20.58302129379027
216,-54.06809172761584
217,-30.747816336989377
218,65.16249354852243
219,90.00291670462255
220,-83.1671064267166
221,-149.401299722782
222,48.87389002849436
223,235.52235334394948
224,-48.87902394164732
225,15.335620611592711
226,-60.62014473450873
227,12.183407102170422
228,8.15543021568169
229,37.09566333253292
230,113.95292434940295
231,18.44434561112733
232,-109.97577895347193
233,45.710683355851806
234,96.37162576459946
235,-91.10392653165995
236,-178.37758136699836
237,168.23396734621815
238,106.26758264897339
239,63.07124518199037
240,-10.95204044682868
241,-25.755863089170013
242,-49.19236246258282
243,-173.2989938534386
244,-65.5440484334061
245,-28.56709754240191
246,-172.012730174331
247,-30.194456363151406
248,33.119392382139786
249,-124.22987910059864
250,15.832607061160974
251,-1.2912783001573331
252,-255.2875735685658
253,-256.48799515100603
254,-167.61774986250563
255,47.43374519793572
256,128.55368628373398
257,71.19805699923901
258,117.14268693658606
259,93.95787349003653
260,20.14224739246529
261,-306.2534009634625
262,186.14894299125464
263,-130.4631993525545
264,-45.8318644285763
265,-85.22723869170548
266,-88.87108792695768
267,135.02691445598992
268,160.48549741594275
269,-42.41478873273606
270,-142.66013590804977
271,111.83821951134425
272,-22.270110121902558
273,86.2359543297377
274,104.52916989873694
275,24.976175703458637
276,-52.23468935952794
277,-28.350137268308167
278,28.708025458635298
279,70.86315918354393
280,26.06137465319043
281,-129.18138136665098
282,-15.505016135014634
283,-14.150554406565904
284,-128.82102961105687
285,162.2121211732196
286,-12.499283263734233
287,-134.52265723267004
288,205.4122994668689
289,46.83767403530641
290,91.51637303695564
291,29.359833128677387
292,205.38893593276467
293,-40.04030027810642
294,-33.84064478313707
295,-43.45482044285668
296,50.89921772641568
297,-64.42178619422955
